id,university,program_name,degree_type,category,city,province,duration,tuition_cad,ielts_requirement,intake,application_deadline,description,program_url
18,University of British Columbia,Take care of your health and wellness,Master,Health,Vancouver,British Columbia,2 years,42354,6.5,September,March,"Take care of your health and wellness at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://you.ubc.ca/applying-ubc/admitted/health-wellness/
19,University of British Columbia,Arts and culture,Master,Engineering,Vancouver,British Columbia,4 years,37395,6.5,September,February,"Arts and culture at University of British Columbia provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://you.ubc.ca/ubc-life/arts-and-culture/
20,York University,Actuarial Science,Bachelor,Arts,Toronto,Ontario,2 years,43437,6.5,September,January,"Actuarial Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/actuarial-science
21,York University,Actuarial Science,Bachelor,IT,Toronto,Ontario,2 years,62631,6.5,September,January,"Actuarial Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/actuarial-science
22,York University,Biomedical Science,Bachelor,Engineering,Toronto,Ontario,2 years,44599,6.5,September,February,"Biomedical Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/biomedical-science
23,York University,Biotechnology,Master,Engineering,Toronto,Ontario,2 years,22337,6.5,September,March,"Biotechnology at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/biotechnology
24,York University,Business & Society,Master,IT,Toronto,Ontario,4 years,50907,6.5,September,March,"Business & Society at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/business-society
25,York University,Business Administration,Master,IT,Toronto,Ontario,2 years,56168,6.5,September,March,"Business Administration at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/business-administration
26,York University,Business Economics,Master,IT,Toronto,Ontario,4 years,63537,6.5,September,January,"Business Economics at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/business-economics/laps
27,York University,Business Economics / Économie et commerce,Master,Health,Toronto,Ontario,2 years,52574,6.5,September,February,"Business Economics / Économie et commerce at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/business-economics/glendon
28,York University,Canadian Business for Internationally Educated Professionals,Master,Arts,Toronto,Ontario,4 years,52990,6.5,September,March,"Canadian Business for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/canadian-business-for-internationally-educated-professionals
29,York University,Cinema & Media Arts,Bachelor,Engineering,Toronto,Ontario,4 years,31117,6.5,September,January,"Cinema & Media Arts at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/cinema-media-arts
30,York University,Cinema & Media Arts - Media Arts,Bachelor,Arts,Toronto,Ontario,4 years,45182,6.5,September,January,"Cinema & Media Arts - Media Arts at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/media-arts
31,York University,Cinema & Media Arts - Screenwriting,Master,Health,Toronto,Ontario,2 years,63444,6.5,September,January,"Cinema & Media Arts - Screenwriting at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/screenwriting
32,York University,Civil Engineering,Bachelor,IT,Toronto,Ontario,2 years,32586,6.5,September,February,"Civil Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/civil-engineering
33,York University,Cognitive Science,Master,Arts,Toronto,Ontario,4 years,26983,6.5,September,January,"Cognitive Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/cognitive-science
34,York University,Computer Engineering,Bachelor,Engineering,Toronto,Ontario,2 years,32193,6.5,September,February,"Computer Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/computer-engineering
35,York University,Computer Science,Bachelor,IT,Toronto,Ontario,4 years,24302,6.5,September,February,"Computer Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/computer-science
36,York University,Computer Science for Software Development,Master,Engineering,Toronto,Ontario,4 years,61869,6.5,September,March,"Computer Science for Software Development at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/computer-science-for-software-development
37,York University,"Culture, Medicine & Health",Bachelor,Arts,Toronto,Ontario,4 years,26609,6.5,September,January,"Culture, Medicine & Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/culture-medicine-and-health
38,York University,Data Science,Master,Engineering,Toronto,Ontario,4 years,35390,6.5,September,March,"Data Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/data-science
39,York University,Digital Health,Master,Arts,Toronto,Ontario,2 years,25514,6.5,September,February,"Digital Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/digital-health
40,York University,Disaster & Emergency Management,Master,Business,Toronto,Ontario,2 years,30001,6.5,September,January,"Disaster & Emergency Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/disaster-emergency-management
41,York University,Earth & Atmospheric Science,Master,IT,Toronto,Ontario,2 years,43062,6.5,September,February,"Earth & Atmospheric Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/earth-atmospheric-science
42,York University,Economics / Science économique,Bachelor,Arts,Toronto,Ontario,2 years,32453,6.5,September,March,"Economics / Science économique at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/economics/glendon
43,York University,Electrical Engineering,Master,Engineering,Toronto,Ontario,4 years,55398,6.5,September,January,"Electrical Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/electrical-engineering
44,York University,Emergency Management,Bachelor,Arts,Toronto,Ontario,4 years,41550,6.5,September,January,"Emergency Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/emergency-management
45,York University,Engineering,Bachelor,Arts,Toronto,Ontario,4 years,57101,6.5,September,February,"Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/engineering
46,York University,Engineering & International Development Studies,Master,IT,Toronto,Ontario,4 years,38255,6.5,September,March,"Engineering & International Development Studies at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/engineering-intl-development-studies
47,York University,Environmental Arts and Justice,Bachelor,Health,Toronto,Ontario,4 years,42745,6.5,September,March,"Environmental Arts and Justice at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/environmental-arts-justice
48,York University,Environmental Science,Bachelor,Business,Toronto,Ontario,2 years,43383,6.5,September,March,"Environmental Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/environmental-science
49,York University,Financial & Business Economics,Master,Arts,Toronto,Ontario,4 years,64918,6.5,September,February,"Financial & Business Economics at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/financial-business-economics
50,York University,First Year Engineering Core Program,Bachelor,Arts,Toronto,Ontario,4 years,56784,6.5,September,March,"First Year Engineering Core Program at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/first-year-engineering-core
51,York University,Geomatics Engineering,Master,Health,Toronto,Ontario,4 years,28088,6.5,September,February,"Geomatics Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/geomatic-engineering
52,York University,Global Health,Bachelor,IT,Toronto,Ontario,2 years,27912,6.5,September,January,"Global Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/global-health
53,York University,Health & Society,Master,IT,Toronto,Ontario,2 years,31455,6.5,September,February,"Health & Society at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/health-society
54,York University,"Health Policy, Management & Digital Health",Master,Engineering,Toronto,Ontario,4 years,28848,6.5,September,January,"Health Policy, Management & Digital Health at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/health-policy-management-digital-health
55,York University,Health Services Financial Management,Master,IT,Toronto,Ontario,4 years,48873,6.5,September,February,"Health Services Financial Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/health-services-financial-management
56,York University,Health Studies,Bachelor,Engineering,Toronto,Ontario,2 years,21255,6.5,September,February,"Health Studies at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/health-studies
57,York University,Human Resource Management,Master,Business,Toronto,Ontario,2 years,64887,6.5,September,January,"Human Resource Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/human-resources-management
58,York University,Human Resource Management,Master,Arts,Toronto,Ontario,2 years,61494,6.5,September,March,"Human Resource Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/human-resources-management
59,York University,Human Resource Management for Internationally Educated Professionals,Master,Engineering,Toronto,Ontario,2 years,53591,6.5,September,February,"Human Resource Management for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/human-resources-management-for-internationally-educated-professionals
60,York University,Information Technology,Bachelor,Business,Toronto,Ontario,4 years,63794,6.5,September,March,"Information Technology at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/information-technology
61,York University,Information Technology Auditing & Assurance,Bachelor,Engineering,Toronto,Ontario,4 years,52415,6.5,September,February,"Information Technology Auditing & Assurance at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/information-technology-auditing-assurance
62,York University,Information Technology for Internationally Educated Professionals,Bachelor,Health,Toronto,Ontario,4 years,32670,6.5,September,February,"Information Technology for Internationally Educated Professionals at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/information-technology-for-internationally-educated-professionals
63,York University,Integrative Arts,Master,IT,Toronto,Ontario,4 years,46524,6.5,September,March,"Integrative Arts at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/integrative-arts
64,York University,Interdisciplinary Social Science,Master,Engineering,Toronto,Ontario,4 years,24200,6.5,September,January,"Interdisciplinary Social Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/social-science
65,York University,International Studies & Business Administration / Études internationales et administration des affaires,Master,Business,Toronto,Ontario,2 years,56063,6.5,September,February,"International Studies & Business Administration / Études internationales et administration des affaires at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/international-studies-business-administration
66,York University,Investment Management,Bachelor,Business,Toronto,Ontario,4 years,43588,6.5,September,February,"Investment Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/investment-management
67,York University,Kinesiology & Health Science,Bachelor,Business,Toronto,Ontario,4 years,36609,6.5,September,February,"Kinesiology & Health Science at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/kinesiology-health-science
68,York University,"Linguistics, Language and Society / Linguistique et sciences du langage",Bachelor,Arts,Toronto,Ontario,4 years,25928,6.5,September,March,"Linguistics, Language and Society / Linguistique et sciences du langage at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/linguistics-language-studies
69,York University,Management,Bachelor,Engineering,Toronto,Ontario,4 years,51845,6.5,September,March,"Management at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/certificates/management
70,York University,Mechanical Engineering,Bachelor,Business,Toronto,Ontario,4 years,40143,6.5,September,March,"Mechanical Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/mechanical-engineering
71,York University,Mechatronics Engineering,Master,Health,Toronto,Ontario,2 years,39217,6.5,September,January,"Mechatronics Engineering at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/mechatronics-engineering
72,York University,Neuroscience,Master,Engineering,Toronto,Ontario,2 years,23147,6.5,September,January,"Neuroscience at York University provides strong academic and practical knowledge. Students gain hands-on experience through projects and coursework. The curriculum is designed with industry relevance. Graduates develop analytical, technical, and problem-solving skills. Career opportunities span global industries. The program emphasizes innovation, research, and professional growth.",https://futurestudents.yorku.ca/programs/program/neuroscience 
